"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"MS","F",17,"R","LE3","A",2,1,"services","other","reputation","mother",18.8094098784495,3.70184058975428,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,2,2,5,11,11,12
"MS","F",18,"U","LE3","A",1,1,"at_home","services","course","mother",10.2214117851108,3.72256860183552,0,"no","no","no","no","yes","yes","no","yes",5,2,3,1,2,3,2,8,10,11
"MS","F",18,"U","GT3","T",1,2,"at_home","at_home","course","father",16.042140974896,4.02252213424072,0,"no","yes","no","no","yes","no","no","no",4,1,1,1,1,4,0,11,11,12
"MS","F",19,"R","GT3","A",1,1,"at_home","at_home","course","other",21.488559495192,4.1002286770381,3,"no","yes","no","yes","yes","no","no","yes",3,5,4,1,4,1,0,8,0,0
"MS","F",18,"R","GT3","T",2,2,"services","other","home","mother",21.7642948322464,9.97193873510696,0,"no","no","no","no","yes","yes","yes","yes",4,2,1,1,1,4,5,14,14,15
"MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",16.5881867764983,4.78716918872669,1,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,10,11,11
"MS","F",18,"U","GT3","T",3,3,"services","services","course","father",3.53402973245829,3.20417882269248,0,"no","yes","no","no","yes","yes","no","yes",5,3,4,1,1,5,0,10,10,10
"MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",24.2756830074359,3.31796397198923,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,2,12,12,12
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",20.1417518116068,4.81530788936652,0,"no","no","no","no","yes","yes","no","yes",1,2,3,1,2,5,0,15,14,15
"MS","M",18,"U","LE3","T",1,1,"other","services","home","father",29.7454570583068,1.38504732400179,0,"no","no","no","no","no","yes","yes","yes",3,3,2,1,2,3,2,14,13,14
"MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",27.1642007364426,7.38300090655684,0,"no","no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,19,17,18
"MS","F",18,"R","LE3","A",1,2,"at_home","other","course","mother",56.5715541690588,2.93686950835399,0,"no","no","no","no","yes","yes","no","yes",4,3,4,1,4,5,0,16,15,15
"MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",25.054270302644,3.77292189118452,0,"no","yes","no","no","yes","yes","yes","yes",4,3,2,1,3,3,6,13,12,13
"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",6.2357468190603,4.56750725279562,0,"no","yes","no","yes","yes","yes","yes","yes",2,3,4,1,1,1,4,15,14,15
"MS","F",17,"R","GT3","T",1,2,"other","services","course","father",29.509748944547,4.87605145643465,0,"no","no","no","no","no","yes","no","no",3,2,2,1,2,3,0,13,13,13
"MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",16.0753030318301,3.75381045765243,0,"no","yes","yes","no","yes","yes","no","no",3,3,4,2,4,3,0,8,10,9
"MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",29.3239339871798,5.63036919105798,0,"no","no","no","no","yes","yes","yes","yes",4,2,2,2,2,5,0,15,16,16
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",46.2950803397689,1.54144877102226,1,"no","yes","no","no","yes","yes","yes","yes",5,2,1,1,2,1,0,8,8,9
"MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",28.018261869438,1.38352698506787,0,"no","yes","no","no","yes","yes","yes","yes",5,2,3,1,2,4,0,10,10,10
"MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",49.9080399842933,3.76459504873492,0,"no","yes","no","no","no","yes","yes","yes",3,2,2,4,2,5,0,7,5,0
"MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",47.8397966001648,1.49252474866807,0,"no","yes","no","yes","yes","no","yes","yes",4,3,3,2,3,3,3,9,10,10
"MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",11.50487219356,6.23088425025344,0,"no","no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,8,10,11,12
"MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",9.08880831114948,1.51920181792229,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,4,7,8,9
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",26.9669783266727,7.54031900665723,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,15,17,17
"MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",82.3591512534767,9.40503159537911,0,"no","no","no","no","yes","yes","yes","no",4,3,2,1,2,4,4,10,11,12
"MS","F",19,"R","GT3","T",1,1,"at_home","other","course","other",16.1762325139716,4.18123865080997,1,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,1,3,4,7,8,9
"MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",5.64988008141518,3.9467326248996,0,"no","no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,1,13,14,14
"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",12.6055952538736,2.5730063111987,0,"no","no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,1,16,16,16
"MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",10.754386683926,2.65323992376216,0,"no","yes","no","yes","no","yes","yes","no",4,5,4,2,3,1,10,8,9,9
"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",8.43662660196424,2.97153841145337,0,"no","no","no","yes","no","yes","yes","no",3,2,4,1,4,2,4,17,18,19
"MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",22.8613710100763,1.05789128970355,0,"no","no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,0,7,7,0
"MS","M",17,"U","GT3","T",2,3,"other","services","home","father",26.0096839698963,2.53082760912366,0,"no","no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,4,14,15,16
"MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",28.561431033304,1.71326663438231,1,"no","no","no","no","yes","yes","no","no",4,3,2,1,3,5,0,5,8,0
"MS","M",18,"R","GT3","T",4,2,"other","other","home","father",18.026373978937,1.20905351755209,1,"no","no","yes","no","yes","yes","no","no",5,4,3,4,3,3,0,7,7,0
"MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",21.6655104223173,9.06310264137574,0,"no","no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,14,17,15
"MS","F",17,"U","GT3","T",4,3,"teacher","other","other","mother",27.1433667372912,3.45289087528363,0,"no","no","no","no","yes","yes","yes","no",5,5,4,1,1,1,0,6,9,11
"MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",54.3762211455032,1.4582532425411,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,2,2,5,4,7,9,10
"MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",14.9626254164614,5.42747091618367,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,4,10,11,10
"MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",9.55711660673842,4.81062949937768,0,"no","yes","no","no","yes","yes","yes","no",4,3,4,1,1,1,4,15,15,16
"MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",20.4996867792215,4.52547696279362,0,"no","no","no","yes","yes","yes","no","no",1,1,1,1,1,5,6,11,12,9
"MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",20.1203167322092,1.18438069964759,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,6,10,10,10
"MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",59.2446035763714,1.78905074112117,0,"no","no","no","no","no","yes","yes","no",4,4,1,3,4,5,4,10,11,11
